"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 15:32:07 UTC 2024","Wed Apr 24 15:33:00 UTC 2024","53473","","Wallet - Transaction History - Crypto","","","","User successfully redirected to Crypto wallet transaction history [MOBILE2-3103] | BETA-V3",""
"passed","Wed Apr 24 15:15:00 UTC 2024","Wed Apr 24 15:15:42 UTC 2024","41478","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Withdraw with Bank TF [MOBILE2-3312] | BETA-V3",""
"passed","Wed Apr 24 16:49:39 UTC 2024","Wed Apr 24 16:50:22 UTC 2024","42346","","Watchlist","","","","User can reorder by hold and drag watchlist asset crypto page [MOBILE2-3639] | BETA-V3",""
"passed","Wed Apr 24 15:18:51 UTC 2024","Wed Apr 24 15:19:02 UTC 2024","11928","","Wallet - IDR Wallet","","","","User successfully redirected to transaction history IDR page when click see all [MOBILE2-2560] | BETA-V3",""
"broken","Wed Apr 24 15:39:08 UTC 2024","Wed Apr 24 15:39:44 UTC 2024","35826","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type receive [MOBILE2-3122] | BETA-V3",""
"passed","Wed Apr 24 15:56:49 UTC 2024","Wed Apr 24 15:57:39 UTC 2024","50398","","Wallet - Transaction History - IDR","","","","User can see empty state when no transaction on filter transaction history IDR [MOBILE2-2686] | BETA-V3",""
"passed","Wed Apr 24 15:58:29 UTC 2024","Wed Apr 24 15:58:48 UTC 2024","19025","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with transaction type deposit [MOBILE2-3038] | BETA-V3",""
"passed","Wed Apr 24 16:04:12 UTC 2024","Wed Apr 24 16:04:36 UTC 2024","23221","","Wallet - Transaction History - US Stock","","","","User can see empty state when no transaction on filter transaction history Stock [MOBILE2-3131] | BETA-V3",""
"passed","Wed Apr 24 15:59:06 UTC 2024","Wed Apr 24 15:59:22 UTC 2024","15901","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with transaction type reward [MOBILE2-3040] | BETA-V3",""
"passed","Wed Apr 24 16:00:23 UTC 2024","Wed Apr 24 16:00:46 UTC 2024","23424","","Wallet - Transaction History - IDR","","","","User can't filter the transaction history IDR with select date more than 1 year [MOBILE2-3258] | BETA-V3",""
"passed","Wed Apr 24 16:29:10 UTC 2024","Wed Apr 24 16:29:50 UTC 2024","40337","","Wallet - USD Wallet - Buy/Sell","","","","User successfully sell USD from entry point USD page [MOBILE2-2620] | BETA-V3",""
"broken","Wed Apr 24 15:25:18 UTC 2024","Wed Apr 24 15:28:18 UTC 2024","180008","","Wallet - IDR Wallet - Withdraw","","","","User successfully withdraw IDR Internal Transfer/E-wallet/Transfer Bank with percentage 25% from available balance [MOBILE2-2210] | BETA",""
"passed","Wed Apr 24 16:00:01 UTC 2024","Wed Apr 24 16:00:23 UTC 2024","21560","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with status failed [MOBILE2-3043] | BETA-V3",""
"passed","Wed Apr 24 15:33:22 UTC 2024","Wed Apr 24 15:33:47 UTC 2024","24327","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type buy [MOBILE2-3161] | BETA-V3",""
"passed","Wed Apr 24 15:19:02 UTC 2024","Wed Apr 24 15:19:10 UTC 2024","7934","","Wallet - IDR Wallet","","","","User successfully redirected to Deposit page when click Deposit [MOBILE2-2565] | BETA-V3",""
"passed","Wed Apr 24 15:48:55 UTC 2024","Wed Apr 24 15:49:07 UTC 2024","12852","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset Crypto with transaction type Reward [MOBILE2-2953] | BETA-V3",""
"broken","Wed Apr 24 15:37:14 UTC 2024","Wed Apr 24 15:37:53 UTC 2024","39137","","Wallet - Transaction History - Crypto","","","","User successfully redirected to Crypto transaction detail page [MOBILE2-3105] | BETA-V3",""
"passed","Wed Apr 24 15:50:09 UTC 2024","Wed Apr 24 15:50:23 UTC 2024","13627","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset US Stock with transaction type Sell [MOBILE2-2964] | BETA-V3",""
"broken","Wed Apr 24 15:28:18 UTC 2024","Wed Apr 24 15:31:18 UTC 2024","180005","","Wallet - IDR Wallet - Withdraw","","","","User can withdraw Internal transfer/Ewallet/Bank transfer with not receive full amount [MOBILE2-2208] | BETA",""
"broken","Wed Apr 24 15:37:53 UTC 2024","Wed Apr 24 15:39:08 UTC 2024","74576","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type Send [MOBILE2-3111] | BETA-V3",""
"broken","Wed Apr 24 16:50:22 UTC 2024","Wed Apr 24 16:51:20 UTC 2024","58782","","Watchlist","","","","User can reorder by hold and drag watchlist asset stocks page [MOBILE2-3640] | BETA-V3",""
"broken","Wed Apr 24 15:55:00 UTC 2024","Wed Apr 24 15:55:34 UTC 2024","33925","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset US Stock with status failed [MOBILE2-2970] | BETA-V3",""
"broken","Wed Apr 24 14:34:59 UTC 2024","Wed Apr 24 14:36:03 UTC 2024","63543","","US Stock - Discovery","","","","User successfully redirected to discover stocks page [MOBILE2-3632] | BETA-V3",""
"passed","Wed Apr 24 14:13:24 UTC 2024","Wed Apr 24 14:14:07 UTC 2024","42422","","Crypto - Trading History","","","","User can't filter the pending order Crypto with select date more than 1 year [MOBILE2-3263] | BETA-V3",""
"passed","Wed Apr 24 15:19:19 UTC 2024","Wed Apr 24 15:20:01 UTC 2024","42155","","Wallet - IDR Wallet","","","","User should be able see empty state on IDR Card page when no transaction state [MOBILE2-2567] | BETA-V3",""
"broken","Wed Apr 24 16:19:48 UTC 2024","Wed Apr 24 16:20:47 UTC 2024","58740","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Limit Buy/Sell Stock status Success [MOBILE2-3337] | BETA-V3",""
"passed","Wed Apr 24 15:59:43 UTC 2024","Wed Apr 24 16:00:01 UTC 2024","17897","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with status in process [MOBILE2-3041] | BETA-V3",""
"passed","Wed Apr 24 16:38:08 UTC 2024","Wed Apr 24 16:38:28 UTC 2024","19830","","Wallet - USD Wallet","","","","User should be able see last 10 transaction history on USD Card page [MOBILE2-2570] | BETA-V3",""
