"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 17 18:35:01 UTC 2024","Wed Apr 17 18:35:29 UTC 2024","27407","","Profile - Setup Withdrawal Account","","","","User should not be able to add same e-wallet [MOBILE2-1168] | PROD_NGT",""
"passed","Wed Apr 17 19:06:08 UTC 2024","Wed Apr 17 19:07:16 UTC 2024","67621","","Wallet - IDR Wallet - Deposit","","","","User cant deposit by E-Wallet (DANA) with above the maximum deposit limit [MOBILE2-242] | PROD_NGT",""
"passed","Wed Apr 17 19:16:15 UTC 2024","Wed Apr 17 19:16:41 UTC 2024","26119","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Balance USD [MOBILE2-3028] | PROD_NGT",""
"passed","Wed Apr 17 18:43:31 UTC 2024","Wed Apr 17 18:43:54 UTC 2024","23319","","Wallet - Crypto Wallet - Send Coin #2","","","","User can search by coin name at list of coins that have coin balance [MOBILE2-2220] | PROD_NGT",""
"passed","Wed Apr 17 19:15:11 UTC 2024","Wed Apr 17 19:15:31 UTC 2024","19594","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Asset [MOBILE2-3024 MOBILE2-2766] | PROD_NGT",""
"broken","Wed Apr 17 18:34:34 UTC 2024","Wed Apr 17 18:35:01 UTC 2024","27683","","Profile - Setup Withdrawal Account","","","","User successfully save and delete e-wallet number [MOBILE2-1164 MOBILE2-1179] | PROD_NGT",""
"passed","Wed Apr 17 19:20:10 UTC 2024","Wed Apr 17 19:20:32 UTC 2024","21539","","Wallet Home","","","","User unsuccessfully access wallet page before login and can not see asset summary section [MOBILE2-2533 MOBILE2-2831] | PROD_NGT",""
"passed","Wed Apr 17 19:01:53 UTC 2024","Wed Apr 17 19:02:23 UTC 2024","30015","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_NGT",""
"passed","Wed Apr 17 18:49:02 UTC 2024","Wed Apr 17 18:49:47 UTC 2024","45198","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong 2FA/Email code [MOBILE2-2280] | PROD_NGT",""
"passed","Wed Apr 17 18:09:56 UTC 2024","Wed Apr 17 18:10:42 UTC 2024","46025","","Home","","","","Users successfully redirected to market page when click ""See All"" [MOBILE2-332 MOBILE2-1529] | PROD_NGT",""
