"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 26 17:27:37 UTC 2024","Mon Feb 26 17:27:44 UTC 2024","7456","","Wallet - Transaction History - General","","","","BETA-V3 User can't filter the transaction history Balance IDR with select date more than 1 year [MOBILE2-3250]",""
"passed","Mon Feb 26 18:01:02 UTC 2024","Mon Feb 26 18:01:24 UTC 2024","22313","","Wallet - US Stock Wallet","","","","BETA-V3 User should be able to see the Sell coins transaction history [MOBILE2-2581]",""
"passed","Mon Feb 26 16:34:13 UTC 2024","Mon Feb 26 16:34:59 UTC 2024","46618","","Wallet - Crypto Wallet - Send Coin #1","","","","BETA User can not send coin if user not yet add phone number but verifed [MOBILE2-2225]",""
"passed","Mon Feb 26 16:49:08 UTC 2024","Mon Feb 26 16:49:29 UTC 2024","20948","","Wallet - Crypto Wallet","","","","BETA-V3 User should be able to see the Sell coins transaction history [MOBILE2-2556]",""
"passed","Mon Feb 26 16:50:33 UTC 2024","Mon Feb 26 16:51:35 UTC 2024","62218","","Wallet - Crypto Wallet","","","","BETA-V3 User should be able to see the Receive coin transaction history [MOBILE2-2561]",""
"passed","Mon Feb 26 17:19:01 UTC 2024","Mon Feb 26 17:19:30 UTC 2024","29203","","Wallet - Transaction History - Crypto","","","","BETA-V3 User successfully redirected to Crypto transaction detail page [MOBILE2-3105]",""
"passed","Mon Feb 26 17:13:59 UTC 2024","Mon Feb 26 17:14:24 UTC 2024","24830","","Wallet - Transaction History - Crypto","","","","BETA-V3 User can filter the transaction history Crypto with transaction type sell [MOBILE2-3110]",""
"passed","Mon Feb 26 17:05:08 UTC 2024","Mon Feb 26 17:06:05 UTC 2024","57430","","Wallet - IDR Wallet - Withdraw","","","","BETA User successfully withdraw IDR using transfer bank (default toggle receive amount: active and 2FA active) [MOBILE2-2184 MOBILE2-2207]",""
"broken","Mon Feb 26 17:44:00 UTC 2024","Mon Feb 26 17:44:44 UTC 2024","43634","","Wallet - Transaction History - US Stock","","","","BETA-V3 User can filter the transaction history  Stock with status failed [MOBILE2-3137]",""
"passed","Mon Feb 26 16:25:37 UTC 2024","Mon Feb 26 16:26:43 UTC 2024","65865","","Profile - Change Password","","","","BETA User successfully change and create new password [MOBILE2-2356]",""
"broken","Mon Feb 26 17:29:28 UTC 2024","Mon Feb 26 17:29:35 UTC 2024","6318","","Wallet - Transaction History - General","","","","BETA-V3 User can filter the transaction history Asset US Stock with transaction type Sell [MOBILE2-2964]",""
"broken","Mon Feb 26 17:28:42 UTC 2024","Mon Feb 26 17:28:48 UTC 2024","6322","","Wallet - Transaction History - General","","","","BETA-V3 User can filter the transaction history Asset Crypto with transaction type Receive [MOBILE2-2952]",""
"passed","Mon Feb 26 18:08:26 UTC 2024","Mon Feb 26 18:09:32 UTC 2024","65246","","Wallet - USD - Transaction Detail","","","","BETA-V3 User should be able to see transaction detail of Sell USD [MOBILE2-3317]",""
"broken","Mon Feb 26 16:55:33 UTC 2024","Mon Feb 26 16:56:33 UTC 2024","60184","","Wallet - IDR Wallet - Transaction Detail","","","","BETA-V3 User should be able to see transaction detail of Giveaway [MOBILE2-3304]",""
"passed","Mon Feb 26 18:12:47 UTC 2024","Mon Feb 26 18:13:09 UTC 2024","21231","","Wallet - USD Wallet","","","","BETA-V3 User successfully redirected to transaction history USD page when click see all [MOBILE2-2571]",""
"passed","Mon Feb 26 16:24:37 UTC 2024","Mon Feb 26 16:24:52 UTC 2024","14757","","Login","","","","BETA User can not sign in with email and password when registered by Google [MOBILE2-289]",""
"broken","Mon Feb 26 17:36:25 UTC 2024","Mon Feb 26 17:36:55 UTC 2024","29283","","Wallet - Transaction History - IDR","","","","BETA-V3 User can filter the transaction history IDR with status in process [MOBILE2-3041]",""
"passed","Mon Feb 26 18:16:41 UTC 2024","Mon Feb 26 18:17:09 UTC 2024","27860","","Wallet - USD Wallet - Yield","","","","BETA-V3 User successfully redirected to activate USD Yield page when click entrypoint inactive USD Yield [MOBILE2-3346]",""
"broken","Mon Feb 26 17:02:06 UTC 2024","Mon Feb 26 17:02:14 UTC 2024","8111","","Wallet - IDR Wallet","","","","BETA-V3 User successfully redirected to Deposit page when click Deposit [MOBILE2-2565]",""
"broken","Mon Feb 26 17:29:54 UTC 2024","Mon Feb 26 17:30:00 UTC 2024","6542","","Wallet - Transaction History - General","","","","BETA-V3 User can't filter the transaction history Asset US Stock with select date more than 1 year [MOBILE2-3253]",""
"passed","Mon Feb 26 17:40:05 UTC 2024","Mon Feb 26 17:40:56 UTC 2024","50861","","Wallet - Transaction History - US Stock","","","","BETA-V3 User successfully redirected to Stock wallet transaction history [MOBILE2-3127]",""
"broken","Mon Feb 26 17:30:27 UTC 2024","Mon Feb 26 17:30:33 UTC 2024","6389","","Wallet - Transaction History - General","","","","BETA-V3 User can't filter the transaction history Pending Order Pocket with select date more than 1 year [MOBILE2-3257]",""
"passed","Mon Feb 26 16:45:40 UTC 2024","Mon Feb 26 16:46:39 UTC 2024","58780","","Wallet - Crypto Wallet","","","","BETA-V3 User should be able see empty state on CryptoCard page when no transaction state [MOBILE2-2577]",""
"broken","Mon Feb 26 16:57:02 UTC 2024","Mon Feb 26 16:57:30 UTC 2024","28136","","Wallet - IDR Wallet - Transaction Detail","","","","BETA-V3 User should be able to see transaction detail of Deposit with Ewallet [MOBILE2-3310]",""
"passed","Mon Feb 26 17:13:33 UTC 2024","Mon Feb 26 17:13:59 UTC 2024","26279","","Wallet - Transaction History - Crypto","","","","BETA-V3 User can filter the transaction history Crypto with transaction type buy [MOBILE2-3161]",""
"passed","Mon Feb 26 18:15:42 UTC 2024","Mon Feb 26 18:16:41 UTC 2024","59082","","Wallet - USD Wallet - Yield","","","","BETA-V3 User should be able to see entrypoint inactive USD Yield on USD Card page [MOBILE2-3343]",""
"passed","Mon Feb 26 17:04:23 UTC 2024","Mon Feb 26 17:05:08 UTC 2024","45190","","Wallet - IDR Wallet - Withdraw","","","","BETA User cant withdraw IDR when doesnt have phone number and unverified [MOBILE2-2091]",""
"broken","Mon Feb 26 16:14:38 UTC 2024","Mon Feb 26 16:15:25 UTC 2024","46501","","Crypto - Trading History","","","","BETA-V3 User can filter the order history Crypto with status failed [MOBILE2-3166]",""
"passed","Mon Feb 26 16:08:58 UTC 2024","Mon Feb 26 16:09:25 UTC 2024","27134","","Crypto - Trading History","","","","BETA-V3 User can see empty state when no pending order history crypto [MOBILE2-2735]",""
"passed","Mon Feb 26 17:03:46 UTC 2024","Mon Feb 26 17:04:23 UTC 2024","36585","","Wallet - IDR Wallet - Withdraw","","","","BETA User cant withdraw IDR when doesnt have phone number but verified [MOBILE2-2090]",""
"broken","Mon Feb 26 16:56:33 UTC 2024","Mon Feb 26 16:57:02 UTC 2024","28089","","Wallet - IDR Wallet - Transaction Detail","","","","BETA-V3 User should be able to see transaction detail of Deposit  with Bank TF [MOBILE2-3308]",""
