"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Mar 06 20:01:40 UTC 2024","Wed Mar 06 20:02:09 UTC 2024","28993","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw Bank transfer/Ewallet/Internal Transfer when input amount above the maximum withdraw [MOBILE2-2204]",""
"passed","Wed Mar 06 19:08:40 UTC 2024","Wed Mar 06 19:08:59 UTC 2024","18658","","Login","","","","User successfully sign in using email and password (non-2FA) [MOBILE2-1380 MOBILE2-279]",""
"passed","Wed Mar 06 19:46:37 UTC 2024","Wed Mar 06 19:47:12 UTC 2024","35584","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP MANDIRI) User successfully submit deposit 25mio to 49,999mio with BSS VA [MOBILE2-1770]",""
"passed","Wed Mar 06 20:08:07 UTC 2024","Wed Mar 06 20:08:37 UTC 2024","30807","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order US Stock [MOBILE2-3035]",""
"passed","Wed Mar 06 20:02:09 UTC 2024","Wed Mar 06 20:02:23 UTC 2024","14221","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer/Bank transfer/Ewallet when input amount above available balance [MOBILE2-2205]",""
"passed","Wed Mar 06 20:07:42 UTC 2024","Wed Mar 06 20:08:07 UTC 2024","24295","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Crypto [MOBILE2-3034]",""
"passed","Wed Mar 06 19:16:06 UTC 2024","Wed Mar 06 19:16:39 UTC 2024","32989","","Profile - Phone Number","","","","User successfully add phone number using old phone number [MOBILE2-130]",""
"passed","Wed Mar 06 19:19:44 UTC 2024","Wed Mar 06 19:19:51 UTC 2024","7753","","Profile","","","","User successfully redirected to mission page when click mission menu [MOBILE2-1672]",""
"passed","Wed Mar 06 20:06:44 UTC 2024","Wed Mar 06 20:07:14 UTC 2024","30093","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset US Stock [MOBILE2-3032]",""
"passed","Wed Mar 06 20:05:37 UTC 2024","Wed Mar 06 20:06:09 UTC 2024","31517","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Balance USD [MOBILE2-3028]",""
"broken","Wed Mar 06 20:15:57 UTC 2024","Wed Mar 06 20:16:02 UTC 2024","4843","","Wallet Home","","","","User should be able to hide/unhide all numbers in the page when clicking on any eye icon [MOBILE2-2537]",""
"passed","Wed Mar 06 19:32:29 UTC 2024","Wed Mar 06 19:32:48 UTC 2024","18921","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant search by coin name, when the coin is not in the list of coins that have coin balance [MOBILE2-2221]",""
"broken","Wed Mar 06 20:16:28 UTC 2024","Wed Mar 06 20:16:35 UTC 2024","6742","","Wallet Home","","","","User should be able to see Owned asset for Crypto when click Crypto tab [MOBILE2-2547]",""
"passed","Wed Mar 06 19:26:23 UTC 2024","Wed Mar 06 19:26:58 UTC 2024","35203","","Sign Up","","","","User can not sign up if it doesnt meet all validation password [MOBILE2-15]",""
"passed","Wed Mar 06 19:53:57 UTC 2024","Wed Mar 06 19:54:54 UTC 2024","56934","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by Virtual Account with under minimum amount [MOBILE2-235]",""
"passed","Wed Mar 06 19:32:48 UTC 2024","Wed Mar 06 19:33:09 UTC 2024","21097","","Wallet - Crypto Wallet - Send Coin #2","","","","User can search by coin name at list of coins that have coin balance [MOBILE2-2220]",""
"passed","Wed Mar 06 19:51:08 UTC 2024","Wed Mar 06 19:51:41 UTC 2024","32794","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183]",""
"passed","Wed Mar 06 19:59:31 UTC 2024","Wed Mar 06 19:59:42 UTC 2024","10619","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input own address [MOBILE2-2196]",""
"broken","Wed Mar 06 20:01:12 UTC 2024","Wed Mar 06 20:01:40 UTC 2024","28642","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer/Bank transfer/Ewallet when input amount is under minimum [MOBILE2-2203]",""
"passed","Wed Mar 06 19:31:48 UTC 2024","Wed Mar 06 19:32:12 UTC 2024","24713","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the available coin balance [MOBILE2-2282]",""
"broken","Wed Mar 06 19:01:17 UTC 2024","Wed Mar 06 19:04:17 UTC 2024","180005","","Home","","","","Users successfully redirected to market page when click ""See All"" [MOBILE2-332 MOBILE2-1529]",""
"passed","Wed Mar 06 19:43:08 UTC 2024","Wed Mar 06 19:43:30 UTC 2024","22159","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767]",""
"passed","Wed Mar 06 19:20:00 UTC 2024","Wed Mar 06 19:20:08 UTC 2024","8359","","Profile","","","","User successfully redirected to security page when click security menu [MOBILE2-1050]",""
"passed","Wed Mar 06 19:41:12 UTC 2024","Wed Mar 06 19:42:02 UTC 2024","49731","","Wallet - IDR Wallet - Deposit","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765]",""
"passed","Wed Mar 06 19:38:52 UTC 2024","Wed Mar 06 19:39:14 UTC 2024","22641","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant submit send coin internal/external when input own address [MOBILE2-2249]",""
"passed","Wed Mar 06 19:44:46 UTC 2024","Wed Mar 06 19:45:24 UTC 2024","37685","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit 25mio to 99,999mio / ≥ 100 mio with Virtual Account [MOBILE2-1712]",""
"broken","Wed Mar 06 20:00:39 UTC 2024","Wed Mar 06 20:01:12 UTC 2024","33110","","Wallet - IDR Wallet - Withdraw","","","","User can add withdraw method E-Wallet on Withdraw Method page [MOBILE2-2103]",""
"broken","Wed Mar 06 19:06:02 UTC 2024","Wed Mar 06 19:06:11 UTC 2024","9316","","Home","","","","User successfully redirected to live chat web view when click live chat entrypoint on homecircle [MOBILE2-1535]",""
"passed","Wed Mar 06 19:27:37 UTC 2024","Wed Mar 06 19:28:26 UTC 2024","48726","","Wallet - Crypto Wallet - Receive Coin","","","","User successfully receive coins from Internal [MOBILE2-1621]",""
"passed","Wed Mar 06 19:35:23 UTC 2024","Wed Mar 06 19:35:57 UTC 2024","33839","","Wallet - Crypto Wallet - Send Coin #2","","","","User can cancel delete address withdraw internal transfer from edit address book [MOBILE2-2246]",""
"passed","Wed Mar 06 19:26:04 UTC 2024","Wed Mar 06 19:26:23 UTC 2024","19087","","Sign Up","","","","User can not sign up if email invalid [MOBILE2-16]",""
"passed","Wed Mar 06 19:32:12 UTC 2024","Wed Mar 06 19:32:29 UTC 2024","16981","","Wallet - Crypto Wallet - Send Coin #2","","","","User can see list of coins that have coin balance [MOBILE2-2219]",""
"passed","Wed Mar 06 19:10:46 UTC 2024","Wed Mar 06 19:10:59 UTC 2024","12793","","Profile - Change Password","","","","User cant change password if old password wrong [MOBILE2-1207]",""
"passed","Wed Mar 06 19:47:55 UTC 2024","Wed Mar 06 19:48:54 UTC 2024","58790","","Wallet - IDR Wallet - Deposit","","","","(VIP) User successfully submit deposit with virtual account except BCA/Mandiri [MOBILE2-1777]",""
"passed","Wed Mar 06 19:28:26 UTC 2024","Wed Mar 06 19:28:48 UTC 2024","21522","","Wallet - Crypto Wallet - Receive Coin","","","","User successfully receive coins from external [MOBILE2-1622]",""
"passed","Wed Mar 06 19:57:56 UTC 2024","Wed Mar 06 19:58:34 UTC 2024","37150","","Wallet - IDR Wallet - Withdraw","","","","User cant withdraw IDR when have phone number but unverified [MOBILE2-2092]",""
"passed","Wed Mar 06 19:34:09 UTC 2024","Wed Mar 06 19:34:33 UTC 2024","23810","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external with saving an address previously saved address [MOBILE2-2253]",""
"passed","Wed Mar 06 19:35:57 UTC 2024","Wed Mar 06 19:36:29 UTC 2024","31868","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external [MOBILE2-2242]",""
"passed","Wed Mar 06 19:15:42 UTC 2024","Wed Mar 06 19:16:06 UTC 2024","24393","","Profile - Phone Number","","","","User successfully add phone number use a number with another country code [MOBILE2-128]",""
"passed","Wed Mar 06 19:16:39 UTC 2024","Wed Mar 06 19:16:58 UTC 2024","19427","","Profile - Phone Number","","","","User unsuccesfully add a phone number if phone number has been registered [MOBILE2-1751]",""
"passed","Wed Mar 06 19:14:47 UTC 2024","Wed Mar 06 19:15:42 UTC 2024","54613","","Profile - Phone Number","","","","User succesfully add and delete a phone number [MOBILE2-129 MOBILE2-1172 MOBILE2-2353]",""
"broken","Wed Mar 06 19:39:44 UTC 2024","Wed Mar 06 19:40:29 UTC 2024","44440","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external with destination tag / memo id [MOBILE2-2525]",""
"passed","Wed Mar 06 19:11:51 UTC 2024","Wed Mar 06 19:12:38 UTC 2024","47170","","Profile - Google Authenticator","","","","User successfully deactivated and activated google authenticator [MOBILE2-1186 MOBILE2-1187]",""
