"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 16 18:32:51 UTC 2024","Tue Apr 16 18:32:54 UTC 2024","3188","","Profile","","","","User successfully redirected to security page when click security menu [MOBILE2-1050] | PROD_NGT",""
"passed","Tue Apr 16 18:29:32 UTC 2024","Tue Apr 16 18:29:46 UTC 2024","14612","","Profile - Phone Number","","","","User unsuccesfully add a phone number if phone number has been registered [MOBILE2-1751] | PROD_NGT",""
"passed","Tue Apr 16 18:14:11 UTC 2024","Tue Apr 16 18:14:42 UTC 2024","30871","","Login","","","","User successfully sign in using 2FA [MOBILE2-283] | PROD_NGT",""
"passed","Tue Apr 16 19:12:02 UTC 2024","Tue Apr 16 19:12:54 UTC 2024","52108","","Wallet - IDR Wallet - Withdraw","","","","User can add new address to withdraw internal transfer [MOBILE2-2192] | PROD_NGT",""
"passed","Tue Apr 16 19:17:51 UTC 2024","Tue Apr 16 19:18:19 UTC 2024","27132","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Balance IDR [MOBILE2-3025] | PROD_NGT",""
"passed","Tue Apr 16 19:19:40 UTC 2024","Tue Apr 16 19:20:03 UTC 2024","23047","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset Pocket [MOBILE2-3033] | PROD_NGT",""
"passed","Tue Apr 16 18:46:44 UTC 2024","Tue Apr 16 18:47:23 UTC 2024","38173","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin when list of coins that have coin balance status disable [MOBILE2-2236] | PROD_NGT",""
"broken","Tue Apr 16 18:36:18 UTC 2024","Tue Apr 16 18:36:47 UTC 2024","28468","","Profile - Setup Withdrawal Account","","","","User should not be able to add same bank and account number [MOBILE2-1157] | PROD_NGT",""
"passed","Tue Apr 16 19:13:05 UTC 2024","Tue Apr 16 19:13:22 UTC 2024","16988","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer with saving an address previously saved address [MOBILE2-2216] | PROD_NGT",""
"broken","Tue Apr 16 18:51:58 UTC 2024","Tue Apr 16 18:52:21 UTC 2024","23120","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong 2FA/Email code [MOBILE2-2280] | PROD_NGT",""
