"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 16:02:10 UTC 2024","Fri Apr 19 16:02:25 UTC 2024","15247","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset Crypto with status Success [MOBILE2-2954] | BETA-V3",""
"passed","Fri Apr 19 16:45:19 UTC 2024","Fri Apr 19 16:45:58 UTC 2024","39393","","Wallet - USD Wallet - Buy/Sell","","","","User successfully sell USD from entry point USD page [MOBILE2-2620] | BETA-V3",""
"passed","Fri Apr 19 15:59:06 UTC 2024","Fri Apr 19 15:59:25 UTC 2024","18727","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance IDR with status failed [MOBILE2-2932] | BETA-V3",""
"passed","Fri Apr 19 15:04:24 UTC 2024","Fri Apr 19 15:05:58 UTC 2024","93825","","Wallet - Crypto - Transaction Detail","","","","User should be able to see transaction detail of Buy Crypto status Success [MOBILE2-3320] | BETA-V3",""
"passed","Fri Apr 19 15:07:33 UTC 2024","Fri Apr 19 15:08:12 UTC 2024","38775","","Wallet - Crypto - Transaction Detail","","","","User should be able to see transaction detail of Sell Crypto status Canceled [MOBILE2-3325] | BETA-V3",""
"passed","Fri Apr 19 16:38:56 UTC 2024","Fri Apr 19 16:39:55 UTC 2024","58577","","Wallet - US Stock Wallet","","","","User should be able to see the current balance of us stock owned in USD [MOBILE2-2578] | BETA-V3",""
"passed","Fri Apr 19 15:54:37 UTC 2024","Fri Apr 19 15:55:24 UTC 2024","46780","","Wallet - Transaction History - General","","","","User can see empty state when no transaction history balance in last 1 year [MOBILE2-3221] | BETA-V3",""
"passed","Fri Apr 19 15:12:11 UTC 2024","Fri Apr 19 15:12:28 UTC 2024","16962","","Wallet - Crypto Wallet","","","","User successfully redirected to transaction history page when click see all [MOBILE2-2563] | BETA-V3",""
"passed","Fri Apr 19 15:31:59 UTC 2024","Fri Apr 19 15:32:40 UTC 2024","41362","","Wallet - IDR Wallet","","","","User should be able see empty state on IDR Card page when no transaction state [MOBILE2-2567] | BETA-V3",""
"passed","Fri Apr 19 16:00:49 UTC 2024","Fri Apr 19 16:01:10 UTC 2024","20738","","Wallet - Transaction History - General","","","","User can't filter the transaction history Balance USD with select date more than 1 year [MOBILE2-3251] | BETA-V3",""
