"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 19:09:54 UTC 2024","Fri Feb 23 19:10:19 UTC 2024","25272","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232]",""
"passed","Fri Feb 23 19:25:00 UTC 2024","Fri Feb 23 19:25:45 UTC 2024","45161","","Wallet Home","","","","Unverified user can not see asset summary section [MOBILE2-2630]",""
"passed","Fri Feb 23 19:22:41 UTC 2024","Fri Feb 23 19:22:57 UTC 2024","15680","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Crypto [MOBILE2-3034]",""
"passed","Fri Feb 23 18:21:55 UTC 2024","Fri Feb 23 18:22:13 UTC 2024","18249","","Forgot Password","","","","User should be able to see the suspend page if they submit a forgot password to an e-mail that is being suspended [MOBILE2-1652]",""
"passed","Fri Feb 23 18:20:33 UTC 2024","Fri Feb 23 18:20:55 UTC 2024","22699","","Home","","","","User can successfully redirected to the Info & Promo webview page when click “See all” CTA and click a banner [MOBILE2-349 MOBILE2-350]",""
"broken","Fri Feb 23 18:56:14 UTC 2024","Fri Feb 23 18:56:21 UTC 2024","6432","","Wallet - Crypto Wallet - Send Coin","","","","User unsuccessfully send coin internal/external with saving an address previously saved address [MOBILE2-2253]",""
"passed","Fri Feb 23 18:30:42 UTC 2024","Fri Feb 23 18:31:24 UTC 2024","42639","","Profile - Google Authenticator","","","","User successfully deactivated and activated google authenticator [MOBILE2-1186 MOBILE2-1187]",""
"passed","Fri Feb 23 19:28:48 UTC 2024","Fri Feb 23 19:29:30 UTC 2024","42126","","Wallet Home","","","","Users should be able to see empty state when have no assets for Crypto [MOBILE2-2534]",""
"passed","Fri Feb 23 19:16:31 UTC 2024","Fri Feb 23 19:16:36 UTC 2024","5069","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input own address [MOBILE2-2196]",""
"passed","Fri Feb 23 19:16:26 UTC 2024","Fri Feb 23 19:16:31 UTC 2024","5799","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input invalid address [MOBILE2-2195]",""
"passed","Fri Feb 23 18:38:08 UTC 2024","Fri Feb 23 18:38:10 UTC 2024","2628","","Profile","","","","User successfully redirected to mission page when click mission menu [MOBILE2-1672]",""
"passed","Fri Feb 23 19:25:45 UTC 2024","Fri Feb 23 19:26:28 UTC 2024","43372","","Wallet Home","","","","User successfully access wallet page from Wallet Navigation Bar [MOBILE2-2532 MOBILE2-2539 MOBILE2-2540]",""
"passed","Fri Feb 23 19:21:06 UTC 2024","Fri Feb 23 19:21:25 UTC 2024","18812","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Balance IDR [MOBILE2-3025]",""
"passed","Fri Feb 23 19:23:16 UTC 2024","Fri Feb 23 19:23:31 UTC 2024","15876","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Pocket [MOBILE2-3036]",""
"passed","Fri Feb 23 19:05:32 UTC 2024","Fri Feb 23 19:05:47 UTC 2024","14813","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP) User successfully submit deposit with virtual account except BCA/Mandiri [MOBILE2-1774]",""
"passed","Fri Feb 23 19:20:19 UTC 2024","Fri Feb 23 19:20:35 UTC 2024","16022","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Balance [MOBILE2-3023 MOBILE2-2767]",""
"passed","Fri Feb 23 18:22:54 UTC 2024","Fri Feb 23 18:23:21 UTC 2024","27673","","Login","","","","User successfully sign in using 2FA [MOBILE2-283]",""
"passed","Fri Feb 23 19:01:55 UTC 2024","Fri Feb 23 19:02:26 UTC 2024","30579","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769]",""
"passed","Fri Feb 23 18:38:18 UTC 2024","Fri Feb 23 18:38:21 UTC 2024","2472","","Profile","","","","User successfully redirected to help center page when click help center menu [MOBILE2-1052]",""
"passed","Fri Feb 23 18:34:19 UTC 2024","Fri Feb 23 18:34:38 UTC 2024","18708","","Profile - Phone Number","","","","User successfully add phone number use a number with another country code [MOBILE2-128]",""
"passed","Fri Feb 23 19:29:30 UTC 2024","Fri Feb 23 19:29:36 UTC 2024","6460","","Wallet Home","","","","Users should be able to see empty state when have no assets for US Stock [MOBILE2-2548]",""
"broken","Fri Feb 23 19:04:34 UTC 2024","Fri Feb 23 19:05:14 UTC 2024","40218","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP MANDIRI) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1772]",""
"passed","Fri Feb 23 18:20:22 UTC 2024","Fri Feb 23 18:20:33 UTC 2024","10396","","Home","","","","User successfully redirected to live chat web view when click live chat entrypoint on homecircle [MOBILE2-1535]",""
"passed","Fri Feb 23 18:19:35 UTC 2024","Fri Feb 23 18:19:45 UTC 2024","10149","","Home","","","","Users successfully redirected to market page when click ""See All"" [MOBILE2-332 MOBILE2-1529]",""
