"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 06:19:47 UTC 2024","Fri Apr 05 06:20:28 UTC 2024","41512","","Wallet Home","","","","User should be able to see open order balance [MOBILE2-1583] | PROD_ISS",""
"passed","Fri Apr 05 06:19:06 UTC 2024","Fri Apr 05 06:19:40 UTC 2024","33832","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-649] | PROD_ISS",""
"passed","Fri Apr 05 06:12:02 UTC 2024","Fri Apr 05 06:12:17 UTC 2024","14647","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_ISS",""
"passed","Fri Apr 05 06:10:45 UTC 2024","Fri Apr 05 06:12:02 UTC 2024","77112","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | PROD_ISS",""
"passed","Fri Apr 05 06:14:55 UTC 2024","Fri Apr 05 06:15:12 UTC 2024","17814","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_ISS",""
"broken","Fri Apr 05 06:08:15 UTC 2024","Fri Apr 05 06:09:39 UTC 2024","83900","","Market - Price Alert","","","","User successfully set price alert [MOBILE2-2633] | PROD_ISS",""
"passed","Fri Apr 05 06:20:28 UTC 2024","Fri Apr 05 06:20:33 UTC 2024","4684","","Wallet Home","","","","User successfully redirected to transfer from page when click deposit idr [MOBILE2-1087] | PROD_ISS",""
"passed","Fri Apr 05 06:15:12 UTC 2024","Fri Apr 05 06:15:30 UTC 2024","17832","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_ISS",""
"passed","Fri Apr 05 06:19:40 UTC 2024","Fri Apr 05 06:19:47 UTC 2024","6525","","Wallet Home","","","","User successfully redirected to total IDR balance when click balance [MOBILE2-1075 MOBILE2-1080 MOBILE2-1579 MOBILE2-2337] | PROD_ISS",""
"failed","Fri Apr 05 06:06:54 UTC 2024","Fri Apr 05 06:07:21 UTC 2024","26560","","Deeplink Reset Password","","","","User access deeplink reset password | PROD_ISS",""
"passed","Fri Apr 05 06:18:02 UTC 2024","Fri Apr 05 06:18:20 UTC 2024","18069","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Fri Apr 05 06:17:11 UTC 2024","Fri Apr 05 06:17:35 UTC 2024","24235","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481 MOBILE2-1486 MOBILE2-1495] | PROD_ISS",""
"passed","Fri Apr 05 06:20:33 UTC 2024","Fri Apr 05 06:20:38 UTC 2024","4931","","Wallet Home","","","","User successfully redirected to withdraw page when click withdraw idr [MOBILE2-1088] | PROD_ISS",""
"passed","Fri Apr 05 06:14:20 UTC 2024","Fri Apr 05 06:14:37 UTC 2024","16632","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_ISS",""
"passed","Fri Apr 05 06:20:38 UTC 2024","Fri Apr 05 06:20:45 UTC 2024","7778","","Wallet Home","","","","User successfully redirected to idr transaction history page when click history icon [MOBILE2-1585] | PROD_ISS",""
"passed","Fri Apr 05 06:17:35 UTC 2024","Fri Apr 05 06:18:02 UTC 2024","26291","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509 MOBILE2-1497 MOBILE2-1504 MOBILE2-1505] | PROD_ISS",""
"passed","Fri Apr 05 06:14:05 UTC 2024","Fri Apr 05 06:14:20 UTC 2024","15713","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_ISS",""
"passed","Fri Apr 05 06:12:17 UTC 2024","Fri Apr 05 06:13:16 UTC 2024","59427","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | PROD_ISS",""
"passed","Fri Apr 05 06:16:24 UTC 2024","Fri Apr 05 06:17:11 UTC 2024","47397","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474 MOBILE2-2417 MOBILE2-2418 MOBILE2-1484 MOBILE2-2419 MOBILE2-2420] | PROD_ISS",""
"passed","Fri Apr 05 06:14:37 UTC 2024","Fri Apr 05 06:14:55 UTC 2024","17539","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_ISS",""
"passed","Fri Apr 05 06:13:16 UTC 2024","Fri Apr 05 06:14:05 UTC 2024","48316","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1766] | PROD_ISS",""
