"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 16:56:35 UTC 2024","Mon Apr 22 16:57:15 UTC 2024","39891","","Wallet - USD Wallet - Buy/Sell","","","","User successfully sell USD from entry point USD page [MOBILE2-2620] | BETA-V3",""
"passed","Mon Apr 22 15:21:25 UTC 2024","Mon Apr 22 15:22:21 UTC 2024","56216","","Wallet - Crypto Wallet","","","","User should be able to see the current balance of crypto owned [MOBILE2-2553] | BETA-V3",""
"passed","Mon Apr 22 17:18:38 UTC 2024","Mon Apr 22 17:19:21 UTC 2024","43341","","Watchlist","","","","User can remove asset stock from watchlist page [MOBILE2-3641] | BETA-V3",""
"broken","Mon Apr 22 16:48:05 UTC 2024","Mon Apr 22 16:48:30 UTC 2024","24805","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Limit Buy/Sell Stock status Open Order [MOBILE2-3340] | BETA-V3",""
"passed","Mon Apr 22 16:52:40 UTC 2024","Mon Apr 22 16:52:59 UTC 2024","19097","","Wallet - US Stock Wallet","","","","User should be able to see the last 10 transaction history on USS card page [MOBILE2-2579] | BETA-V3",""
"passed","Mon Apr 22 14:26:57 UTC 2024","Mon Apr 22 14:27:45 UTC 2024","48261","","Crypto - Trading History","","","","User can unselect filter the pending order history crypto [MOBILE2-3189] | BETA-V3",""
"passed","Mon Apr 22 16:12:22 UTC 2024","Mon Apr 22 16:12:36 UTC 2024","14223","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset Crypto with transaction type Sell [MOBILE2-2950] | BETA-V3",""
"passed","Mon Apr 22 16:40:56 UTC 2024","Mon Apr 22 16:41:26 UTC 2024","29080","","Wallet - Transaction History - USD","","","","User can filter the transaction history USD with select multiple transaction type and status [MOBILE2-3077] | BETA-V3",""
"broken","Mon Apr 22 16:46:59 UTC 2024","Mon Apr 22 16:48:05 UTC 2024","66206","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Limit Buy/Sell Stock status Canceled [MOBILE2-3339] | BETA-V3",""
"passed","Mon Apr 22 16:06:46 UTC 2024","Mon Apr 22 16:07:14 UTC 2024","28176","","Wallet - Transaction History - General","","","","User can see empty state when no transaction on filter transaction history asset [MOBILE2-2656] | BETA-V3",""
