"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Crypto - Trading History","","0","0","1","0","0"
"","Crypto - Market","","0","0","1","0","0"
"","Home","","0","0","1","0","0"
"","Crypto - Discovery","","0","0","1","0","0"
