"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 17 06:44:39 UTC 2024","Wed Apr 17 06:45:19 UTC 2024","39908","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin when list of coins that have coin balance status disable [MOBILE2-2236] | PROD_NGT",""
"passed","Wed Apr 17 06:48:37 UTC 2024","Wed Apr 17 06:49:20 UTC 2024","43645","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong OTP/Email code [MOBILE2-2275] | PROD_NGT",""
"passed","Wed Apr 17 06:48:01 UTC 2024","Wed Apr 17 06:48:37 UTC 2024","35706","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external [MOBILE2-2242] | PROD_NGT",""
"passed","Wed Apr 17 06:51:34 UTC 2024","Wed Apr 17 06:52:07 UTC 2024","32564","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant add new address to send coin internal/external without destination tag / memo id [MOBILE2-2526] | PROD_NGT",""
"passed","Wed Apr 17 06:46:35 UTC 2024","Wed Apr 17 06:47:23 UTC 2024","48138","","Wallet - Crypto Wallet - Send Coin #2","","","","User can save address when submit send coin internal/external [MOBILE2-2239] | PROD_NGT",""
"passed","Wed Apr 17 06:51:08 UTC 2024","Wed Apr 17 06:51:34 UTC 2024","26149","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant submit send coin internal/external when input own address [MOBILE2-2249] | PROD_NGT",""
"passed","Wed Apr 17 06:47:23 UTC 2024","Wed Apr 17 06:48:01 UTC 2024","37744","","Wallet - Crypto Wallet - Send Coin #2","","","","User can cancel delete address withdraw internal transfer from edit address book [MOBILE2-2246] | PROD_NGT",""
"passed","Wed Apr 17 06:50:41 UTC 2024","Wed Apr 17 06:51:08 UTC 2024","27049","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin internal without input destination tag / memo id [MOBILE2-2524] | PROD_NGT",""
"passed","Wed Apr 17 06:49:54 UTC 2024","Wed Apr 17 06:50:41 UTC 2024","47293","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong 2FA/Email code [MOBILE2-2280] | PROD_NGT",""
"passed","Wed Apr 17 06:52:07 UTC 2024","Wed Apr 17 06:52:42 UTC 2024","35241","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external with destination tag / memo id [MOBILE2-2525] | PROD_NGT",""
"passed","Wed Apr 17 06:43:13 UTC 2024","Wed Apr 17 06:43:39 UTC 2024","25915","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the available coin balance [MOBILE2-2282] | PROD_NGT",""
"passed","Wed Apr 17 06:41:34 UTC 2024","Wed Apr 17 06:42:45 UTC 2024","71268","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin is under minimum [MOBILE2-2277] | PROD_NGT",""
"passed","Wed Apr 17 06:45:43 UTC 2024","Wed Apr 17 06:46:08 UTC 2024","25343","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external with saving an address previously saved address [MOBILE2-2253] | PROD_NGT",""
"passed","Wed Apr 17 06:46:08 UTC 2024","Wed Apr 17 06:46:35 UTC 2024","26708","","Wallet - Crypto Wallet - Send Coin #2","","","","Label address auto detected when input address manual without checklist save address [MOBILE2-2252] | PROD_NGT",""
"passed","Wed Apr 17 06:49:20 UTC 2024","Wed Apr 17 06:49:54 UTC 2024","33513","","Wallet - Crypto Wallet - Send Coin #2","","","","User can delete address send coin internal/external from edit address book [MOBILE2-2244] | PROD_NGT",""
"passed","Wed Apr 17 06:43:56 UTC 2024","Wed Apr 17 06:44:15 UTC 2024","19518","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant search by coin name, when the coin is not in the list of coins that have coin balance [MOBILE2-2221] | PROD_NGT",""
"passed","Wed Apr 17 06:43:39 UTC 2024","Wed Apr 17 06:43:56 UTC 2024","16704","","Wallet - Crypto Wallet - Send Coin #2","","","","User can see list of coins that have coin balance [MOBILE2-2219] | PROD_NGT",""
"passed","Wed Apr 17 06:40:42 UTC 2024","Wed Apr 17 06:41:34 UTC 2024","52244","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin when have phone number but unverified [MOBILE2-2226] | PROD_NGT",""
"passed","Wed Apr 17 06:45:19 UTC 2024","Wed Apr 17 06:45:43 UTC 2024","24338","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant submit send coin internal/external when input invalid address [MOBILE2-2247] | PROD_NGT",""
"passed","Wed Apr 17 06:42:45 UTC 2024","Wed Apr 17 06:43:13 UTC 2024","28273","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the maximum quantity to send [MOBILE2-2281] | PROD_NGT",""
"passed","Wed Apr 17 06:44:15 UTC 2024","Wed Apr 17 06:44:39 UTC 2024","23373","","Wallet - Crypto Wallet - Send Coin #2","","","","User can search by coin name at list of coins that have coin balance [MOBILE2-2220] | PROD_NGT",""
