"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 07:53:01 UTC 2024","Wed Apr 24 07:54:00 UTC 2024","59624","","Wallet - Crypto Wallet","","","","User should be able see empty state on CryptoCard page when no transaction state [MOBILE2-2577] | BETA-V3",""
"passed","Wed Apr 24 07:54:56 UTC 2024","Wed Apr 24 07:55:20 UTC 2024","23454","","Wallet - Crypto Wallet","","","","User should be able to see the Buy coins transaction history [MOBILE2-2555] | BETA-V3",""
"passed","Wed Apr 24 07:56:26 UTC 2024","Wed Apr 24 07:56:46 UTC 2024","20657","","Wallet - Crypto Wallet","","","","User should be able to see the Sell coins transaction history [MOBILE2-2556] | BETA-V3",""
"passed","Wed Apr 24 07:55:20 UTC 2024","Wed Apr 24 07:55:37 UTC 2024","17868","","Wallet - Crypto Wallet","","","","User should be able to see the last 10 transaction history on crypto card page [MOBILE2-2554] | BETA-V3",""
"passed","Wed Apr 24 07:56:10 UTC 2024","Wed Apr 24 07:56:26 UTC 2024","15595","","Wallet - Crypto Wallet","","","","User successfully redirected to Receive page when click Receive [MOBILE2-2576] | BETA-V3",""
"passed","Wed Apr 24 07:54:00 UTC 2024","Wed Apr 24 07:54:56 UTC 2024","55876","","Wallet - Crypto Wallet","","","","User should be able to see the current balance of crypto owned [MOBILE2-2553] | BETA-V3",""
"passed","Wed Apr 24 07:55:54 UTC 2024","Wed Apr 24 07:56:10 UTC 2024","15824","","Wallet - Crypto Wallet","","","","User successfully redirected to Send page when click Send [MOBILE2-2575] | BETA-V3",""
"passed","Wed Apr 24 07:55:37 UTC 2024","Wed Apr 24 07:55:54 UTC 2024","16689","","Wallet - Crypto Wallet","","","","User successfully redirected to transaction history page when click see all [MOBILE2-2563] | BETA-V3",""
"passed","Wed Apr 24 07:56:46 UTC 2024","Wed Apr 24 07:57:06 UTC 2024","19290","","Wallet - Crypto Wallet","","","","User should be able to see the Reward transaction history [MOBILE2-2562] | BETA-V3",""
