"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 21:20:08 UTC 2024","Fri Apr 26 21:20:17 UTC 2024","9079","","Wallet Home","","","","User successfully redirected to idr transaction history page when click history icon [MOBILE2-1585] | PROD_ISS",""
"passed","Fri Apr 26 21:13:03 UTC 2024","Fri Apr 26 21:13:23 UTC 2024","19575","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_ISS",""
"passed","Fri Apr 26 21:10:53 UTC 2024","Fri Apr 26 21:11:45 UTC 2024","51698","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1766] | PROD_ISS",""
"passed","Fri Apr 26 21:19:09 UTC 2024","Fri Apr 26 21:19:57 UTC 2024","47653","","Wallet Home","","","","User should be able to see open order balance [MOBILE2-1583] | PROD_ISS",""
"passed","Fri Apr 26 21:09:24 UTC 2024","Fri Apr 26 21:09:43 UTC 2024","18875","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_ISS",""
"passed","Fri Apr 26 21:12:22 UTC 2024","Fri Apr 26 21:12:43 UTC 2024","20428","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_ISS",""
"broken","Fri Apr 26 21:16:04 UTC 2024","Fri Apr 26 21:16:45 UTC 2024","41327","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509 MOBILE2-1497 MOBILE2-1504 MOBILE2-1505] | PROD_ISS",""
"passed","Fri Apr 26 21:12:43 UTC 2024","Fri Apr 26 21:13:03 UTC 2024","20531","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_ISS",""
"passed","Fri Apr 26 21:07:48 UTC 2024","Fri Apr 26 21:09:24 UTC 2024","96263","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | PROD_ISS",""
"passed","Fri Apr 26 21:14:26 UTC 2024","Fri Apr 26 21:15:25 UTC 2024","59712","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474 MOBILE2-2417 MOBILE2-2418 MOBILE2-1484 MOBILE2-2419 MOBILE2-2420] | PROD_ISS",""
"passed","Fri Apr 26 21:05:30 UTC 2024","Fri Apr 26 21:06:37 UTC 2024","66364","","Market - Price Alert","","","","User successfully set price alert [MOBILE2-2633] | PROD_ISS",""
"passed","Fri Apr 26 21:12:03 UTC 2024","Fri Apr 26 21:12:22 UTC 2024","19191","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_ISS",""
"passed","Fri Apr 26 21:19:57 UTC 2024","Fri Apr 26 21:20:02 UTC 2024","5541","","Wallet Home","","","","User successfully redirected to transfer from page when click deposit idr [MOBILE2-1087] | PROD_ISS",""
"passed","Fri Apr 26 21:19:00 UTC 2024","Fri Apr 26 21:19:09 UTC 2024","9043","","Wallet Home","","","","User successfully redirected to total IDR balance when click balance [MOBILE2-1075 MOBILE2-1080 MOBILE2-1579 MOBILE2-2337] | PROD_ISS",""
"passed","Fri Apr 26 21:20:02 UTC 2024","Fri Apr 26 21:20:08 UTC 2024","5787","","Wallet Home","","","","User successfully redirected to withdraw page when click withdraw idr [MOBILE2-1088] | PROD_ISS",""
"broken","Fri Apr 26 21:17:58 UTC 2024","Fri Apr 26 21:19:00 UTC 2024","62414","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-649] | PROD_ISS",""
"broken","Fri Apr 26 21:15:25 UTC 2024","Fri Apr 26 21:16:04 UTC 2024","38210","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481 MOBILE2-1486 MOBILE2-1495] | PROD_ISS",""
"passed","Fri Apr 26 21:16:45 UTC 2024","Fri Apr 26 21:17:05 UTC 2024","19814","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Fri Apr 26 21:11:45 UTC 2024","Fri Apr 26 21:12:03 UTC 2024","18257","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_ISS",""
"passed","Fri Apr 26 21:09:43 UTC 2024","Fri Apr 26 21:10:53 UTC 2024","70389","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | PROD_ISS",""
"broken","Fri Apr 26 21:04:13 UTC 2024","Fri Apr 26 21:04:23 UTC 2024","9726","","Deeplink Reset Password","","","","User access deeplink reset password | PROD_ISS",""
