"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 09 04:09:25 UTC 2024","Tue Apr 09 04:09:52 UTC 2024","27793","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481 MOBILE2-1486 MOBILE2-1495] | PROD_ISS",""
"passed","Tue Apr 09 03:57:48 UTC 2024","Tue Apr 09 03:58:15 UTC 2024","26828","","Deeplink Reset Password","","","","User access deeplink reset password | PROD_ISS",""
"passed","Tue Apr 09 04:03:19 UTC 2024","Tue Apr 09 04:03:38 UTC 2024","19042","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_ISS",""
"passed","Tue Apr 09 04:11:36 UTC 2024","Tue Apr 09 04:12:26 UTC 2024","49673","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-649] | PROD_ISS",""
"passed","Tue Apr 09 03:59:16 UTC 2024","Tue Apr 09 04:00:29 UTC 2024","72388","","Market - Price Alert","","","","User successfully set price alert [MOBILE2-2633] | PROD_ISS",""
"passed","Tue Apr 09 04:12:26 UTC 2024","Tue Apr 09 04:12:33 UTC 2024","7786","","Wallet Home","","","","User successfully redirected to total IDR balance when click balance [MOBILE2-1075 MOBILE2-1080 MOBILE2-1579 MOBILE2-2337] | PROD_ISS",""
"passed","Tue Apr 09 04:13:26 UTC 2024","Tue Apr 09 04:13:37 UTC 2024","10730","","Wallet Home","","","","User successfully redirected to transfer from page when click deposit idr [MOBILE2-1087] | PROD_ISS",""
"passed","Tue Apr 09 04:13:43 UTC 2024","Tue Apr 09 04:13:52 UTC 2024","8990","","Wallet Home","","","","User successfully redirected to idr transaction history page when click history icon [MOBILE2-1585] | PROD_ISS",""
"passed","Tue Apr 09 04:04:51 UTC 2024","Tue Apr 09 04:05:44 UTC 2024","52746","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1766] | PROD_ISS",""
"passed","Tue Apr 09 04:06:43 UTC 2024","Tue Apr 09 04:07:04 UTC 2024","20387","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_ISS",""
"passed","Tue Apr 09 04:08:22 UTC 2024","Tue Apr 09 04:09:25 UTC 2024","62937","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474 MOBILE2-2417 MOBILE2-2418 MOBILE2-1484 MOBILE2-2419 MOBILE2-2420] | PROD_ISS",""
"passed","Tue Apr 09 04:03:38 UTC 2024","Tue Apr 09 04:04:51 UTC 2024","73423","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | PROD_ISS",""
"passed","Tue Apr 09 04:01:38 UTC 2024","Tue Apr 09 04:03:19 UTC 2024","101006","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | PROD_ISS",""
"passed","Tue Apr 09 04:06:03 UTC 2024","Tue Apr 09 04:06:23 UTC 2024","19683","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_ISS",""
"passed","Tue Apr 09 04:12:33 UTC 2024","Tue Apr 09 04:13:26 UTC 2024","52951","","Wallet Home","","","","User should be able to see open order balance [MOBILE2-1583] | PROD_ISS",""
"passed","Tue Apr 09 04:10:22 UTC 2024","Tue Apr 09 04:10:40 UTC 2024","18827","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Tue Apr 09 04:09:52 UTC 2024","Tue Apr 09 04:10:22 UTC 2024","29103","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509 MOBILE2-1497 MOBILE2-1504 MOBILE2-1505] | PROD_ISS",""
"passed","Tue Apr 09 04:07:04 UTC 2024","Tue Apr 09 04:07:25 UTC 2024","21566","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_ISS",""
"passed","Tue Apr 09 04:06:23 UTC 2024","Tue Apr 09 04:06:43 UTC 2024","20720","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_ISS",""
"passed","Tue Apr 09 04:05:44 UTC 2024","Tue Apr 09 04:06:03 UTC 2024","18988","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_ISS",""
"passed","Tue Apr 09 04:13:37 UTC 2024","Tue Apr 09 04:13:43 UTC 2024","6146","","Wallet Home","","","","User successfully redirected to withdraw page when click withdraw idr [MOBILE2-1088] | PROD_ISS",""
