"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 07:33:56 UTC 2024","Tue Mar 26 07:33:57 UTC 2024","1609","","Wallet - Staking","","","","User should be able to see total reward [MOBILE2-2417] | PROD_ISS",""
"passed","Tue Mar 26 07:35:06 UTC 2024","Tue Mar 26 07:35:25 UTC 2024","19099","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509] | PROD_ISS",""
"passed","Tue Mar 26 07:35:27 UTC 2024","Tue Mar 26 07:35:30 UTC 2024","3079","","Wallet - Staking","","","","User can unstake the coin if have staking balance [MOBILE2-1497] | PROD_ISS",""
"passed","Tue Mar 26 07:34:56 UTC 2024","Tue Mar 26 07:35:06 UTC 2024","10269","","Wallet - Staking","","","","User can click see my staking wallet at success stake page [MOBILE2-1495] | PROD_ISS",""
"passed","Tue Mar 26 07:35:30 UTC 2024","Tue Mar 26 07:35:33 UTC 2024","3534","","Wallet - Staking","","","","User can unstake coin with percentage 100% from staked amount [MOBILE2-1504] | PROD_ISS",""
"broken","Tue Mar 26 07:34:03 UTC 2024","Tue Mar 26 07:34:29 UTC 2024","25662","","Wallet - Staking","","","","User shoud be able to see about staking pop up when click tool tip on staking page [MOBILE2-1484] | PROD_ISS",""
"passed","Tue Mar 26 07:35:25 UTC 2024","Tue Mar 26 07:35:27 UTC 2024","1498","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Tue Mar 26 07:34:35 UTC 2024","Tue Mar 26 07:34:51 UTC 2024","16092","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481] | PROD_ISS",""
"passed","Tue Mar 26 07:33:15 UTC 2024","Tue Mar 26 07:33:56 UTC 2024","40960","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474] | PROD_ISS",""
"broken","Tue Mar 26 07:34:29 UTC 2024","Tue Mar 26 07:34:32 UTC 2024","3723","","Wallet - Staking","","","","User should be able to see list of available coins for staking [MOBILE2-2419] | PROD_ISS",""
"broken","Tue Mar 26 07:34:32 UTC 2024","Tue Mar 26 07:34:35 UTC 2024","2743","","Wallet - Staking","","","","User should be able to see list of staked coins [MOBILE2-2420] | PROD_ISS",""
"passed","Tue Mar 26 07:33:57 UTC 2024","Tue Mar 26 07:34:03 UTC 2024","5490","","Wallet - Staking","","","","User should be able to see about rewards pop up when click total reward information icon [MOBILE2-2418] | PROD_ISS",""
"passed","Tue Mar 26 07:35:33 UTC 2024","Tue Mar 26 07:35:40 UTC 2024","7224","","Wallet - Staking","","","","User can click see my wallet at success unstake page [MOBILE2-1505] | PROD_ISS",""
"passed","Tue Mar 26 07:34:51 UTC 2024","Tue Mar 26 07:34:56 UTC 2024","4542","","Wallet - Staking","","","","User can stake coin with percentage 25% from available coin [MOBILE2-1486] | PROD_ISS",""
