"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 08 11:52:17 UTC 2024","Mon Apr 08 11:52:36 UTC 2024","19510","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Asset [MOBILE2-3024 MOBILE2-2766] | PROD_NGT",""
"passed","Mon Apr 08 11:51:09 UTC 2024","Mon Apr 08 11:51:58 UTC 2024","48799","","Wallet - Transaction History - General","","","","User can see a list of all my transactions history [MOBILE2-2647] | PROD_NGT",""
"passed","Mon Apr 08 11:30:17 UTC 2024","Mon Apr 08 11:31:35 UTC 2024","77986","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769] | PROD_NGT",""
"passed","Mon Apr 08 11:12:32 UTC 2024","Mon Apr 08 11:12:51 UTC 2024","19200","","Sign Up","","","","User can not sign up if email invalid [MOBILE2-16] | PROD_NGT",""
"passed","Mon Apr 08 11:06:03 UTC 2024","Mon Apr 08 11:06:43 UTC 2024","40107","","Profile","","","","User should be able to see name and user ID on header [MOBILE2-1119] | PROD_NGT",""
"broken","Mon Apr 08 11:26:17 UTC 2024","Mon Apr 08 11:26:40 UTC 2024","22468","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant add new address to send coin internal/external without destination tag / memo id [MOBILE2-2526] | PROD_NGT",""
"passed","Mon Apr 08 11:47:13 UTC 2024","Mon Apr 08 11:48:03 UTC 2024","50522","","Wallet - IDR Wallet - Withdraw","","","","User can add new address to withdraw internal transfer [MOBILE2-2192] | PROD_NGT",""
"passed","Mon Apr 08 11:39:01 UTC 2024","Mon Apr 08 11:39:32 UTC 2024","30912","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_NGT",""
"passed","Mon Apr 08 11:06:59 UTC 2024","Mon Apr 08 11:07:45 UTC 2024","45644","","Profile","","","","User successfully logout from application when click log out button [MOBILE2-1127 MOBILE2-1281] | PROD_NGT",""
"broken","Mon Apr 08 11:49:52 UTC 2024","Mon Apr 08 11:50:16 UTC 2024","23612","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw Bank transfer/Ewallet/Internal Transfer when input amount above the maximum withdraw [MOBILE2-2204] | PROD_NGT",""
"passed","Mon Apr 08 11:02:59 UTC 2024","Mon Apr 08 11:03:27 UTC 2024","28378","","Profile - Phone Number","","","","User successfully add phone number using old phone number [MOBILE2-130] | PROD_NGT",""
"passed","Mon Apr 08 10:58:39 UTC 2024","Mon Apr 08 10:59:27 UTC 2024","48187","","Profile - Google Authenticator","","","","User successfully deactivated and activated google authenticator [MOBILE2-1186 MOBILE2-1187] | PROD_NGT",""
