"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 04 18:57:29 UTC 2024","Thu Apr 04 18:58:48 UTC 2024","78723","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769]",""
"passed","Thu Apr 04 19:20:53 UTC 2024","Thu Apr 04 19:21:13 UTC 2024","20322","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Crypto [MOBILE2-3034]",""
"broken","Thu Apr 04 18:15:20 UTC 2024","Thu Apr 04 18:15:26 UTC 2024","6508","","Home","","","","User can successfully redirected to the Info & Promo webview page when click “See all” CTA and click a banner [MOBILE2-349 MOBILE2-350]",""
"broken","Thu Apr 04 18:52:49 UTC 2024","Thu Apr 04 18:53:11 UTC 2024","22397","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin internal without input destination tag / memo id [MOBILE2-2524]",""
"passed","Thu Apr 04 19:13:47 UTC 2024","Thu Apr 04 19:13:52 UTC 2024","5581","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input own address [MOBILE2-2196]",""
"broken","Thu Apr 04 18:49:04 UTC 2024","Thu Apr 04 18:49:59 UTC 2024","54633","","Wallet - Crypto Wallet - Send Coin #2","","","","User can save address when submit send coin internal/external [MOBILE2-2239]",""
"passed","Thu Apr 04 19:18:39 UTC 2024","Thu Apr 04 19:19:07 UTC 2024","28299","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Balance IDR [MOBILE2-3025]",""
"passed","Thu Apr 04 19:08:54 UTC 2024","Thu Apr 04 19:09:59 UTC 2024","65216","","Wallet - IDR Wallet - Deposit","","","","User cant deposit by E-Wallet (DANA) with above the maximum deposit limit [MOBILE2-242]",""
"passed","Thu Apr 04 19:03:44 UTC 2024","Thu Apr 04 19:04:41 UTC 2024","57027","","Wallet - IDR Wallet - Deposit","","","","User successfully see IDR Deposit Address and QR Code for Internal Transfer [MOBILE2-224]",""
"passed","Thu Apr 04 18:46:48 UTC 2024","Thu Apr 04 18:47:11 UTC 2024","22715","","Wallet - Crypto Wallet - Send Coin #2","","","","User can search by coin name at list of coins that have coin balance [MOBILE2-2220]",""
