"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 18 00:37:16 UTC 2024","Thu Apr 18 00:37:58 UTC 2024","42490","","Wallet Home","","","","User should be able to see Owned asset for US Stock when click US Stock tab [MOBILE2-2546] | BETA-V3",""
"passed","Thu Apr 18 00:35:45 UTC 2024","Thu Apr 18 00:36:05 UTC 2024","19751","","Wallet - USD Wallet - Yield","","","","User should be able to see total yield are rounded down to 2 decimals [MOBILE2-3356] | BETA-V3",""
"passed","Wed Apr 17 22:28:32 UTC 2024","Wed Apr 17 22:29:16 UTC 2024","44455","","Wallet - Crypto Wallet - Receive Coin","","","","User cant receive coin when doesnt have phone number but verified [MOBILE2-1627] | BETA",""
"broken","Wed Apr 17 22:15:08 UTC 2024","Wed Apr 17 22:16:20 UTC 2024","72135","","Profile - Change Password","","","","User successfully change and create new password (using SMS OTP) [MOBILE2-1197] | BETA",""
"passed","Wed Apr 17 23:49:49 UTC 2024","Wed Apr 17 23:50:12 UTC 2024","22969","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with select multiple transaction type and status [MOBILE2-2690] | BETA-V3",""
"passed","Wed Apr 17 22:52:33 UTC 2024","Wed Apr 17 22:53:51 UTC 2024","77921","","Wallet - IDR Wallet - Deposit","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | BETA-V3",""
"passed","Thu Apr 18 00:11:03 UTC 2024","Thu Apr 18 00:12:02 UTC 2024","59225","","Wallet - US Stock Wallet","","","","User should be able see empty state on USS Card page when no transaction state [MOBILE2-2589] | BETA-V3",""
"broken","Thu Apr 18 00:07:25 UTC 2024","Thu Apr 18 00:08:11 UTC 2024","46022","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Market Buy/Sell Stock status Canceled [MOBILE2-3336] | BETA-V3",""
"passed","Wed Apr 17 22:00:11 UTC 2024","Wed Apr 17 22:00:55 UTC 2024","43926","","Crypto - Trading History","","","","User can filter the order history Crypto with status success [MOBILE2-3164] | BETA-V3",""
"passed","Wed Apr 17 23:59:50 UTC 2024","Thu Apr 18 00:00:46 UTC 2024","55740","","Wallet - Transaction History - USD","","","","User successfully redirected to USD wallet transaction history [MOBILE2-3072] | BETA-V3",""
"passed","Wed Apr 17 23:54:56 UTC 2024","Wed Apr 17 23:55:29 UTC 2024","32358","","Wallet - Transaction History - US Stock","","","","User can't filter the transaction history Stock with select date more than 1 year [MOBILE2-3261] | BETA-V3",""
"passed","Thu Apr 18 00:39:04 UTC 2024","Thu Apr 18 00:39:38 UTC 2024","34000","","Watchlist","","","","User can see watchlist asset stocks page [MOBILE2-3638] | BETA-V3",""
"passed","Wed Apr 17 22:22:19 UTC 2024","Wed Apr 17 22:22:25 UTC 2024","5905","","US Stock - Discovery","","","","User can see Market status [MOBILE2-3559] | BETA-V3",""
"passed","Thu Apr 18 00:22:38 UTC 2024","Thu Apr 18 00:24:05 UTC 2024","86641","","Wallet - USD - Transaction Detail","","","","User should be able to see transaction detail of Buy USD [MOBILE2-3315] | BETA-V3",""
"passed","Wed Apr 17 21:53:27 UTC 2024","Wed Apr 17 21:54:10 UTC 2024","42825","","Crypto - Trading History","","","","User successfully redirected to order history crypto transaction detail page [MOBILE2-2763] | BETA-V3",""
"passed","Thu Apr 18 00:01:43 UTC 2024","Thu Apr 18 00:02:08 UTC 2024","25534","","Wallet - Transaction History - USD","","","","User can filter the transaction history USD with transaction type buy [MOBILE2-3078] | BETA-V3",""
"passed","Wed Apr 17 23:20:35 UTC 2024","Wed Apr 17 23:21:01 UTC 2024","25725","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type sell [MOBILE2-3110] | BETA-V3",""
"passed","Thu Apr 18 00:36:05 UTC 2024","Thu Apr 18 00:36:33 UTC 2024","27921","","Wallet - USD Wallet - Yield","","","","User should be able to see total yield earned on transaction history [MOBILE2-3357] | BETA-V3",""
"passed","Wed Apr 17 22:58:25 UTC 2024","Wed Apr 17 22:59:21 UTC 2024","56020","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR when doesnt have phone number and unverified [MOBILE2-190] | BETA",""
"passed","Wed Apr 17 23:40:39 UTC 2024","Wed Apr 17 23:41:00 UTC 2024","21719","","Wallet - Transaction History - General","","","","User can't filter the transaction history Asset Pocket with select date more than 1 year [MOBILE2-3254] | BETA-V3",""
"passed","Wed Apr 17 22:13:03 UTC 2024","Wed Apr 17 22:13:18 UTC 2024","15002","","Login","","","","User can not sign in with email and password when registered by Google [MOBILE2-289] | BETA",""
"passed","Wed Apr 17 23:06:31 UTC 2024","Wed Apr 17 23:07:19 UTC 2024","48046","","Wallet - IDR Wallet","","","","User should be able see total balance IDR owned [MOBILE2-2551] | BETA-V3",""
"failed","Wed Apr 17 22:42:06 UTC 2024","Wed Apr 17 22:42:49 UTC 2024","42766","","Wallet - Crypto - Transaction Detail","","","","EXPECTED FAIL - User should be able to see transaction detail of Sell Crypto status Canceled [MOBILE2-3325] | BETA-V3",""
"passed","Wed Apr 17 22:02:21 UTC 2024","Wed Apr 17 22:03:08 UTC 2024","47129","","Crypto - Trading History","","","","User can't filter the pending order Crypto with select date more than 1 year [MOBILE2-3263] | BETA-V3",""
"passed","Wed Apr 17 22:22:25 UTC 2024","Wed Apr 17 22:22:30 UTC 2024","5610","","US Stock - Discovery","","","","User can see Calendar Event [MOBILE2-3565] | BETA-V3",""
"passed","Wed Apr 17 21:57:14 UTC 2024","Wed Apr 17 21:58:03 UTC 2024","48851","","Crypto - Trading History","","","","User can see empty state when no transaction on filter crypto pending order history [MOBILE2-2736] | BETA-V3",""
"broken","Wed Apr 17 22:10:14 UTC 2024","Wed Apr 17 22:11:25 UTC 2024","70957","","Home","","","","User should see coachmark and section favorite, market, learning hub [MOBILE2-334 MOBILE2-343 MOBILE2-344] | BETA-V3",""
"passed","Thu Apr 18 00:41:07 UTC 2024","Thu Apr 18 00:41:52 UTC 2024","45339","","Watchlist","","","","User can reorder by hold and drag watchlist asset stocks page [MOBILE2-3640] | BETA-V3",""
"passed","Wed Apr 17 21:49:44 UTC 2024","Wed Apr 17 21:50:00 UTC 2024","16377","","Crypto - Market","","","","User successfully redirected to market crypto page [MOBILE2-3463] | BETA-V3",""
"broken","Wed Apr 17 22:34:24 UTC 2024","Wed Apr 17 22:36:07 UTC 2024","102930","","Wallet - Crypto Wallet - Send Coin #1","","","","User can send coin internal/external with receive full amount [MOBILE2-2288] | BETA-V3",""
"passed","Wed Apr 17 23:38:16 UTC 2024","Wed Apr 17 23:39:14 UTC 2024","58351","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset  US Stock with status failed [MOBILE2-2970] | BETA-V3",""
"passed","Wed Apr 17 23:48:05 UTC 2024","Wed Apr 17 23:48:22 UTC 2024","16760","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with transaction type reward [MOBILE2-3040] | BETA-V3",""
"passed","Wed Apr 17 23:49:02 UTC 2024","Wed Apr 17 23:49:25 UTC 2024","23482","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with status failed [MOBILE2-3043] | BETA-V3",""
"passed","Wed Apr 17 21:47:33 UTC 2024","Wed Apr 17 21:47:44 UTC 2024","11098","","Crypto - Discovery","","","","User can see market movers [MOBILE2-3555] | BETA-V3",""
"passed","Wed Apr 17 23:03:49 UTC 2024","Wed Apr 17 23:04:30 UTC 2024","41189","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Withdraw with Bank TF [MOBILE2-3312] | BETA-V3",""
"passed","Wed Apr 17 22:59:21 UTC 2024","Wed Apr 17 23:00:12 UTC 2024","51535","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR when doesnt have phone number but verified [MOBILE2-198] | BETA",""
"broken","Wed Apr 17 22:37:50 UTC 2024","Wed Apr 17 22:39:15 UTC 2024","85042","","Wallet - Crypto - Transaction Detail","","","","EXPECTED FAIL - User should be able to see transaction detail of Staking Earned [MOBILE2-3332] | BETA-V3",""
"passed","Wed Apr 17 21:59:30 UTC 2024","Wed Apr 17 22:00:11 UTC 2024","40536","","Crypto - Trading History","","","","User can filter the order history Crypto with transaction type sell [MOBILE2-3163] | BETA-V3",""
"passed","Wed Apr 17 23:05:15 UTC 2024","Wed Apr 17 23:05:55 UTC 2024","40041","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Withdraw with Internal Transfer [MOBILE2-3314] | BETA-V3",""
"passed","Thu Apr 18 00:41:52 UTC 2024","Thu Apr 18 00:42:35 UTC 2024","43002","","Watchlist","","","","User can remove asset stock from watchlist page [MOBILE2-3641] | BETA-V3",""
"passed","Wed Apr 17 21:48:54 UTC 2024","Wed Apr 17 21:49:44 UTC 2024","49908","","Crypto - Market","","","","User successfully redirected to market crypto page [MOBILE2-3587] | BETA-V3",""
"passed","Thu Apr 18 00:31:55 UTC 2024","Thu Apr 18 00:33:02 UTC 2024","66509","","Wallet - USD Wallet - Yield","","","","User should be able to see entrypoint inactive USD Yield on USD Card page [MOBILE2-3343] | BETA-V3",""
"passed","Thu Apr 18 00:24:05 UTC 2024","Thu Apr 18 00:24:53 UTC 2024","48191","","Wallet - USD - Transaction Detail","","","","User should be able to see transaction detail of Sell USD [MOBILE2-3317] | BETA-V3",""
"passed","Wed Apr 17 22:18:34 UTC 2024","Wed Apr 17 22:19:12 UTC 2024","38345","","Profile - Setup Withdrawal Account","","","","Unverified user successfully redirected to verify account page when click set up withdrawal account menu [MOBILE2-1130 MOBILE2-2114] | BETA",""
"passed","Wed Apr 17 22:22:03 UTC 2024","Wed Apr 17 22:22:19 UTC 2024","15111","","US Stock - Discovery","","","","User can see pocket entry point [MOBILE2-3633] | BETA-V3",""
"passed","Wed Apr 17 23:34:39 UTC 2024","Wed Apr 17 23:34:52 UTC 2024","13333","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance USD with transaction type Sell USD [MOBILE2-2939] | BETA-V3",""
"broken","Wed Apr 17 23:10:41 UTC 2024","Wed Apr 17 23:11:50 UTC 2024","68237","","Wallet - IDR Wallet - Withdraw","","","","User successfully withdraw IDR using transfer bank (default toggle receive amount: active and 2FA active) [MOBILE2-2184 MOBILE2-2207] | BETA",""
"passed","Wed Apr 17 22:48:11 UTC 2024","Wed Apr 17 22:48:28 UTC 2024","16835","","Wallet - Crypto Wallet","","","","EXPECTED FAIL - User successfully redirected to Receive page when click Receive [MOBILE2-2576] | BETA-V3",""
"passed","Wed Apr 17 23:32:19 UTC 2024","Wed Apr 17 23:32:34 UTC 2024","15013","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance IDR with transaction type withdraw [MOBILE2-2927] | BETA-V3",""
"passed","Thu Apr 18 00:12:02 UTC 2024","Thu Apr 18 00:13:00 UTC 2024","57707","","Wallet - US Stock Wallet","","","","User should be able to see the current balance of us stock owned in USD [MOBILE2-2578] | BETA-V3",""
"passed","Wed Apr 17 22:24:57 UTC 2024","Wed Apr 17 22:25:17 UTC 2024","19886","","US Stock - Market","","","","User can search asset us stock [MOBILE2-3479] | BETA-V3",""
"passed","Wed Apr 17 22:21:12 UTC 2024","Wed Apr 17 22:22:03 UTC 2024","51525","","US Stock - Discovery","","","","User successfully redirected to discover stocks page [MOBILE2-3632] | BETA-V3",""
"broken","Wed Apr 17 22:49:31 UTC 2024","Wed Apr 17 22:50:11 UTC 2024","40062","","Wallet - Crypto Wallet","","","","EXPECTED FAIL - User should be able to see the Staking Reward transaction history [MOBILE2-2558] | BETA-V3",""
"passed","Wed Apr 17 23:30:05 UTC 2024","Wed Apr 17 23:30:27 UTC 2024","21363","","Wallet - Transaction History - General","","","","User can see empty state when no transaction on filter transaction history balance [MOBILE2-2655] | BETA-V3",""
"passed","Wed Apr 17 23:23:49 UTC 2024","Wed Apr 17 23:24:30 UTC 2024","41189","","Wallet - Transaction History - Crypto","","","","User can unselect filter the transaction history Crypto [MOBILE2-3119] | BETA-V3",""
"failed","Wed Apr 17 23:43:39 UTC 2024","Wed Apr 17 23:43:55 UTC 2024","15788","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset Crypto with status in process [MOBILE2-2955] | BETA-V3",""
"broken","Thu Apr 18 00:21:41 UTC 2024","Thu Apr 18 00:21:49 UTC 2024","7809","","Wallet - USD Wallet - Buy/Sell","","","","User unsuccessfully sell when input amount above available balance [MOBILE2-2622] | BETA-V3",""
