"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 14:44:49 UTC 2024","Tue Apr 23 14:45:14 UTC 2024","24465","","US Stock - Market","","","","User can remove asset us stock from watchlist [MOBILE2-3627] | BETA-V3",""
"passed","Tue Apr 23 15:00:20 UTC 2024","Tue Apr 23 15:01:21 UTC 2024","60747","","Wallet - Crypto Wallet","","","","User should be able see empty state on CryptoCard page when no transaction state [MOBILE2-2577] | BETA-V3",""
"broken","Tue Apr 23 14:58:56 UTC 2024","Tue Apr 23 14:59:38 UTC 2024","42751","","Wallet - Crypto - Transaction Detail","","","","User should be able to see transaction detail of Giveaway [MOBILE2-3331] | BETA-V3",""
"broken","Tue Apr 23 14:40:18 UTC 2024","Tue Apr 23 14:40:45 UTC 2024","27361","","US Stock - Discovery","","","","User can see Calendar Event [MOBILE2-3565] | BETA-V3",""
"passed","Tue Apr 23 15:03:35 UTC 2024","Tue Apr 23 15:03:51 UTC 2024","16456","","Wallet - Crypto Wallet","","","","User successfully redirected to Receive page when click Receive [MOBILE2-2576] | BETA-V3",""
"passed","Tue Apr 23 14:03:41 UTC 2024","Tue Apr 23 14:03:51 UTC 2024","9100","","Crypto - Discovery","","","","User can see staking entry point [MOBILE2-3552] | BETA-V3",""
"passed","Tue Apr 23 14:02:54 UTC 2024","Tue Apr 23 14:03:41 UTC 2024","47231","","Crypto - Discovery","","","","User successfully redirected to discover crypto page [MOBILE2-3615] | BETA-V3",""
"passed","Tue Apr 23 15:38:06 UTC 2024","Tue Apr 23 15:38:47 UTC 2024","41273","","Wallet - Transaction History - Crypto","","","","User can unselect filter the transaction history Crypto [MOBILE2-3119] | BETA-V3",""
"passed","Tue Apr 23 15:03:18 UTC 2024","Tue Apr 23 15:03:35 UTC 2024","16675","","Wallet - Crypto Wallet","","","","User successfully redirected to Send page when click Send [MOBILE2-2575] | BETA-V3",""
"broken","Tue Apr 23 14:40:45 UTC 2024","Tue Apr 23 14:41:15 UTC 2024","30236","","US Stock - Discovery","","","","User can see Market Movers [MOBILE2-3562] | BETA-V3",""
"passed","Tue Apr 23 16:26:37 UTC 2024","Tue Apr 23 16:26:54 UTC 2024","17497","","Wallet - US Stock Wallet","","","","User successfully redirected to transaction history page when click see all [MOBILE2-2586] | BETA-V3",""
"passed","Tue Apr 23 14:48:15 UTC 2024","Tue Apr 23 14:49:03 UTC 2024","47698","","Wallet - Crypto Wallet - Send Coin #1","","","","User can not send coin if user not yet add phone number but verifed [MOBILE2-2225] | BETA",""
"passed","Tue Apr 23 14:41:15 UTC 2024","Tue Apr 23 14:42:01 UTC 2024","45508","","US Stock - Discovery","","","","User can see recommend user to some coins with predefined algo [MOBILE2-3563] | BETA-V3",""
