"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 18:26:33 UTC 2024","Wed Apr 24 18:29:24 UTC 2024","170446","","Profile - PIN","","","","User can setup PIN for security at reku account [MOBILE2-1211] | PROD_NGT",""
"passed","Wed Apr 24 18:43:01 UTC 2024","Wed Apr 24 18:43:18 UTC 2024","16611","","Wallet - Crypto Wallet - Receive Coin","","","","User successfully receive coins from external [MOBILE2-1622] | PROD_NGT",""
"passed","Wed Apr 24 18:46:55 UTC 2024","Wed Apr 24 18:47:11 UTC 2024","15888","","Wallet - Crypto Wallet - Send Coin #2","","","","User can see list of coins that have coin balance [MOBILE2-2219] | PROD_NGT",""
"passed","Wed Apr 24 19:18:02 UTC 2024","Wed Apr 24 19:18:20 UTC 2024","18503","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Balance [MOBILE2-3023 MOBILE2-2767] | PROD_NGT",""
"passed","Wed Apr 24 19:19:49 UTC 2024","Wed Apr 24 19:20:19 UTC 2024","29930","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset Crypto [MOBILE2-3030] | PROD_NGT",""
"passed","Wed Apr 24 19:27:43 UTC 2024","Wed Apr 24 19:28:29 UTC 2024","46112","","Wallet Home","","","","Users should be able to see empty state when have no assets for Crypto [MOBILE2-2534] | PROD_NGT",""
"broken","Wed Apr 24 18:38:13 UTC 2024","Wed Apr 24 18:38:41 UTC 2024","28689","","Profile - Setup Withdrawal Account","","","","User should not be able to add same bank and account number [MOBILE2-1157] | PROD_NGT",""
"passed","Wed Apr 24 19:07:11 UTC 2024","Wed Apr 24 19:07:22 UTC 2024","11431","","Wallet - IDR Wallet - Deposit","","","","User cant deposit by E-Wallet (OVO) with under minimum amount [MOBILE2-234] | PROD_NGT",""
"passed","Wed Apr 24 19:23:37 UTC 2024","Wed Apr 24 19:24:25 UTC 2024","47373","","Wallet Home","","","","Unverified user can not see asset summary section [MOBILE2-2630] | PROD_NGT",""
"passed","Wed Apr 24 19:14:11 UTC 2024","Wed Apr 24 19:14:16 UTC 2024","5219","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input own address [MOBILE2-2196] | PROD_NGT",""
"broken","Wed Apr 24 19:15:31 UTC 2024","Wed Apr 24 19:15:54 UTC 2024","23554","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer/Bank transfer/Ewallet when input amount is under minimum [MOBILE2-2203] | PROD_NGT",""
"passed","Wed Apr 24 18:56:00 UTC 2024","Wed Apr 24 18:56:51 UTC 2024","51002","","Wallet - IDR Wallet - Deposit","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_NGT",""
"passed","Wed Apr 24 18:36:27 UTC 2024","Wed Apr 24 18:37:04 UTC 2024","37070","","Profile - Setup Withdrawal Account","","","","User cant set wd account when havent add phone number and unverified [MOBILE2-2115] | PROD_NGT",""
"passed","Wed Apr 24 19:14:05 UTC 2024","Wed Apr 24 19:14:11 UTC 2024","5975","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input invalid address [MOBILE2-2195] | PROD_NGT",""
"passed","Wed Apr 24 18:24:57 UTC 2024","Wed Apr 24 18:25:25 UTC 2024","28610","","Profile - Phone Number","","","","User successfully add phone number using old phone number [MOBILE2-130] | PROD_NGT",""
"passed","Wed Apr 24 18:59:33 UTC 2024","Wed Apr 24 19:00:07 UTC 2024","34636","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit 25mio to 99,999mio / ≥ 100 mio with Virtual Account [MOBILE2-1712] | PROD_NGT",""
"passed","Wed Apr 24 19:21:06 UTC 2024","Wed Apr 24 19:21:24 UTC 2024","18059","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Crypto [MOBILE2-3034] | PROD_NGT",""
"passed","Wed Apr 24 18:24:38 UTC 2024","Wed Apr 24 18:24:57 UTC 2024","19078","","Profile - Phone Number","","","","User successfully add phone number use a number with another country code [MOBILE2-128] | PROD_NGT",""
