"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 18:11:10 UTC 2024","Thu Apr 25 18:11:21 UTC 2024","11219","","Home","","","","User successfully redirected to referral page when click referral entrypoint on homecircle [MOBILE2-1534] | PROD_NGT",""
"passed","Thu Apr 25 18:43:40 UTC 2024","Thu Apr 25 18:44:02 UTC 2024","21484","","Wallet - Crypto Wallet - Send Coin #2","","","","User can search by coin name at list of coins that have coin balance [MOBILE2-2220] | PROD_NGT",""
"passed","Thu Apr 25 18:19:41 UTC 2024","Thu Apr 25 18:20:46 UTC 2024","65212","","Profile - Change Password","","","","User cant change password if it doesnt meet all validation password [MOBILE2-1198] | PROD_NGT",""
"passed","Thu Apr 25 18:30:05 UTC 2024","Thu Apr 25 18:30:08 UTC 2024","2848","","Profile","","","","User successfully redirected to mission page when click mission menu [MOBILE2-1672] | PROD_NGT",""
"passed","Thu Apr 25 19:21:11 UTC 2024","Thu Apr 25 19:22:06 UTC 2024","55131","","Wallet Home","","","","Unverified user can not see asset summary section [MOBILE2-2630] | PROD_NGT",""
"passed","Thu Apr 25 19:04:13 UTC 2024","Thu Apr 25 19:05:20 UTC 2024","66502","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by bank transfer with under minimum amount [MOBILE2-233] | PROD_NGT",""
"passed","Thu Apr 25 18:42:19 UTC 2024","Thu Apr 25 18:42:45 UTC 2024","25577","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the maximum quantity to send [MOBILE2-2281] | PROD_NGT",""
"passed","Thu Apr 25 19:11:38 UTC 2024","Thu Apr 25 19:11:43 UTC 2024","5262","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input own address [MOBILE2-2196] | PROD_NGT",""
"passed","Thu Apr 25 18:49:53 UTC 2024","Thu Apr 25 18:50:15 UTC 2024","21974","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant submit send coin internal/external when input own address [MOBILE2-2249] | PROD_NGT",""
"passed","Thu Apr 25 18:46:56 UTC 2024","Thu Apr 25 18:47:29 UTC 2024","32748","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external [MOBILE2-2242] | PROD_NGT",""
"broken","Thu Apr 25 18:14:24 UTC 2024","Thu Apr 25 18:17:24 UTC 2024","180011","","Login","","","","User successfully sign in using email and password (non-2FA) [MOBILE2-1380 MOBILE2-279] | PROD_NGT",""
"passed","Thu Apr 25 18:20:54 UTC 2024","Thu Apr 25 18:21:05 UTC 2024","10404","","Profile - Change Password","","","","User successfully change and create new password (using 2FA) [MOBILE2-2357] | PROD_NGT",""
"passed","Thu Apr 25 18:30:11 UTC 2024","Thu Apr 25 18:30:14 UTC 2024","2990","","Profile","","","","User successfully redirected to security page when click security menu [MOBILE2-1050] | PROD_NGT",""
"passed","Thu Apr 25 19:26:13 UTC 2024","Thu Apr 25 19:27:12 UTC 2024","58228","","Wallet Home","","","","User should be able to see Owned asset for Crypto when click Crypto tab [MOBILE2-2547] | PROD_NGT",""
"passed","Thu Apr 25 18:46:22 UTC 2024","Thu Apr 25 18:46:56 UTC 2024","33839","","Wallet - Crypto Wallet - Send Coin #2","","","","User can cancel delete address withdraw internal transfer from edit address book [MOBILE2-2246] | PROD_NGT",""
"passed","Thu Apr 25 19:03:33 UTC 2024","Thu Apr 25 19:04:02 UTC 2024","28135","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_NGT",""
"passed","Thu Apr 25 19:19:23 UTC 2024","Thu Apr 25 19:19:42 UTC 2024","18613","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Pocket [MOBILE2-3036] | PROD_NGT",""
"broken","Thu Apr 25 18:34:53 UTC 2024","Thu Apr 25 18:35:21 UTC 2024","27674","","Profile - Setup Withdrawal Account","","","","User should not be able to add same e-wallet [MOBILE2-1168] | PROD_NGT",""
"broken","Thu Apr 25 19:12:00 UTC 2024","Thu Apr 25 19:12:30 UTC 2024","30212","","Wallet - IDR Wallet - Withdraw","","","","User can add withdraw method Transfer Bank on Withdraw Method page [MOBILE2-2102] | PROD_NGT",""
"passed","Thu Apr 25 18:50:15 UTC 2024","Thu Apr 25 18:50:44 UTC 2024","29496","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant add new address to send coin internal/external without destination tag / memo id [MOBILE2-2526] | PROD_NGT",""
