"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jan 13 05:42:44 UTC 2024","Sat Jan 13 05:43:39 UTC 2024","55507","","Wallet - USD Wallet","","","","User should be able see balance breakdown USD [MOBILE2-2569]",""
"passed","Sat Jan 13 05:04:15 UTC 2024","Sat Jan 13 05:04:33 UTC 2024","18320","","Profile - Phone Number","","","","User successfully add phone number use a number with another country code [MOBILE2-128]",""
"passed","Sat Jan 13 05:31:36 UTC 2024","Sat Jan 13 05:31:45 UTC 2024","8236","","Wallet - IDR Wallet","","","","User successfully redirected to Withdraw page when click Withdraw [MOBILE2-2566]",""
"passed","Sat Jan 13 05:02:51 UTC 2024","Sat Jan 13 05:02:55 UTC 2024","4240","","Profile - My Account","","","","User successfully redirected to live chat web view page when click live chat here link [MOBILE2-1137]",""
"broken","Sat Jan 13 05:38:10 UTC 2024","Sat Jan 13 05:38:57 UTC 2024","47692","","Wallet - IDR Wallet - Withdraw","","","","User can add withdraw method E-Wallet on Withdraw Method page [MOBILE2-2103]",""
"passed","Sat Jan 13 05:51:03 UTC 2024","Sat Jan 13 05:51:12 UTC 2024","9468","","Wallet Home","","","","User successfully redirected to portfolio page when click portfolio button [MOBILE2-2541]",""
"passed","Sat Jan 13 05:20:14 UTC 2024","Sat Jan 13 05:21:13 UTC 2024","59467","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769]",""
"broken","Sat Jan 13 05:44:35 UTC 2024","Sat Jan 13 05:45:30 UTC 2024","55628","","Wallet - USD Wallet","","","","User successfully redirected to Sell page when click Sell [MOBILE2-2573]",""
"passed","Sat Jan 13 05:23:13 UTC 2024","Sat Jan 13 05:23:30 UTC 2024","16691","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP MANDIRI) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1773]",""
"broken","Sat Jan 13 05:43:39 UTC 2024","Sat Jan 13 05:44:35 UTC 2024","55541","","Wallet - USD Wallet","","","","User successfully redirected to Buy page when click Buy [MOBILE2-2572]",""
"passed","Sat Jan 13 04:51:53 UTC 2024","Sat Jan 13 04:52:15 UTC 2024","22345","","Home","","","","User should see section favorite, market, and learning hub [MOBILE2-334 MOBILE2-343 MOBILE2-344]",""
"broken","Sat Jan 13 05:24:28 UTC 2024","Sat Jan 13 05:25:47 UTC 2024","79389","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR when doesnt have phone number and unverified [MOBILE2-190]",""
"passed","Sat Jan 13 05:07:50 UTC 2024","Sat Jan 13 05:07:53 UTC 2024","2712","","Profile","","","","User successfully redirected to set up withdrawal account page when click set up withdrawal account menu [MOBILE2-1049]",""
"broken","Sat Jan 13 05:31:45 UTC 2024","Sat Jan 13 05:32:57 UTC 2024","72725","","Wallet - IDR Wallet","","","","User should be able see empty state on IDR Card page when no transaction state [MOBILE2-2567]",""
"passed","Sat Jan 13 05:08:00 UTC 2024","Sat Jan 13 05:08:03 UTC 2024","3081","","Profile","","","","User successfully redirected to referrals page when click referral program menu [MOBILE2-1131]",""
"passed","Sat Jan 13 05:36:54 UTC 2024","Sat Jan 13 05:37:00 UTC 2024","5850","","Wallet - IDR Wallet - Withdraw","","","","User cant submit withdraw internal transfer when input invalid address [MOBILE2-2195]",""
